image,obj0_feat0,obj0_feat1,obj0_feat2,obj0_feat3,obj0_feat4,obj0_feat5,obj0_feat6,obj0_feat7,obj0_feat8,obj0_feat9,obj1_feat0,obj1_feat1,obj1_feat2,obj1_feat3,obj1_feat4,obj1_feat5,obj1_feat6,obj1_feat7,obj1_feat8,obj1_feat9,obj2_feat0,obj2_feat1,obj2_feat2,obj2_feat3,obj2_feat4,obj2_feat5,obj2_feat6,obj2_feat7,obj2_feat8,obj2_feat9,obj3_feat0,obj3_feat1,obj3_feat2,obj3_feat3,obj3_feat4,obj3_feat5,obj3_feat6,obj3_feat7,obj3_feat8,obj3_feat9,obj4_feat0,obj4_feat1,obj4_feat2,obj4_feat3,obj4_feat4,obj4_feat5,obj4_feat6,obj4_feat7,obj4_feat8,obj4_feat9,obj5_feat0,obj5_feat1,obj5_feat2,obj5_feat3,obj5_feat4,obj5_feat5,obj5_feat6,obj5_feat7,obj5_feat8,obj5_feat9,obj6_feat0,obj6_feat1,obj6_feat2,obj6_feat3,obj6_feat4,obj6_feat5,obj6_feat6,obj6_feat7,obj6_feat8,obj6_feat9,obj7_feat0,obj7_feat1,obj7_feat2,obj7_feat3,obj7_feat4,obj7_feat5,obj7_feat6,obj7_feat7,obj7_feat8,obj7_feat9,obj8_feat0,obj8_feat1,obj8_feat2,obj8_feat3,obj8_feat4,obj8_feat5,obj8_feat6,obj8_feat7,obj8_feat8,obj8_feat9,obj9_feat0,obj9_feat1,obj9_feat2,obj9_feat3,obj9_feat4,obj9_feat5,obj9_feat6,obj9_feat7,obj9_feat8,obj9_feat9,mask0,mask1,mask2,mask3,mask4,mask5,mask6,mask7,mask8,mask9
2021613437_d99731f986.jpg,0.0,0.1921921968460083,0.06599999964237213,0.7447447180747986,1.0,0.46846845746040344,0.5329999923706055,0.5160840749740601,0.0,0.0,0.0,0.5555555820465088,0.18199999630451202,0.7627627849578857,0.6779999732971191,0.6591591835021973,0.4300000071525574,0.10277477651834488,0.16351757943630219,1.0,0.0,0.7417417168617249,0.34599998593330383,0.7897897958755493,0.4059999883174896,0.7657657861709595,0.37599998712539673,0.0028828829526901245,0.25269150733947754,2.0,0.0,0.5615615844726562,0.18000000715255737,0.672672688961029,0.2680000066757202,0.6171171069145203,0.2240000069141388,0.009777777828276157,0.3244718909263611,3.0,0.0,0.9039039015769958,0.33799999952316284,0.9519519805908203,0.3880000114440918,0.9279279112815857,0.3630000054836273,0.0024024024605751038,0.3500514328479767,4.0,0.0,0.9489489197731018,0.33399999141693115,0.9879879951477051,0.3880000114440918,0.9684684872627258,0.3610000014305115,0.0021081080194562674,0.3747972846031189,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
766099402_cdda6964f0.jpg,0.0,0.2939999997615814,0.20000000298023224,0.5220000147819519,0.6266666650772095,0.40799999237060547,0.41333332657814026,0.09728000313043594,0.0,0.0,0.0,0.30799999833106995,0.2266666740179062,0.4779999852180481,0.4266666769981384,0.3930000066757202,0.3266666531562805,0.03400000184774399,0.06670831888914108,1.0,0.0,0.5460000038146973,0.7066666483879089,0.5740000009536743,0.800000011920929,0.5600000023841858,0.753333330154419,0.002613333286717534,0.2968652844429016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297285273_688e44c014.jpg,0.0,0.10199999809265137,0.32758620381355286,0.23800000548362732,0.7011494040489197,0.17000000178813934,0.5143678188323975,0.05080459639430046,0.0,0.0,0.0,0.12399999797344208,0.40229883790016174,0.2540000081062317,0.75,0.1889999955892563,0.5761494040489197,0.045201148837804794,0.047010637819767,1.0,0.0,0.42800000309944153,0.40229883790016174,0.5559999942779541,0.6695402264595032,0.492000013589859,0.5359195470809937,0.034206897020339966,0.3223491907119751,2.0,0.0,0.7839999794960022,0.33908045291900635,0.8960000276565552,0.5718390941619873,0.8399999737739563,0.4554597735404968,0.02606896497309208,0.6712533235549927,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1517340899_ee1c74a8f6.jpg,0.0,0.24266666173934937,0.14000000059604645,0.7253333330154419,0.7739999890327454,0.48399999737739563,0.4569999873638153,0.3060106635093689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674784195_704f6b79d0.jpg,0.0,0.27627629041671753,0.24400000274181366,0.9519519805908203,0.48399999737739563,0.6141141057014465,0.36399999260902405,0.1621621549129486,0.0,0.0,0.0,0.39039039611816406,0.2540000081062317,0.6876876950263977,0.4259999990463257,0.5390390157699585,0.3400000035762787,0.05113513395190239,0.05546169728040695,1.0,0.0,0.3033033013343811,0.24199999868869781,0.7357357144355774,0.4620000123977661,0.5195195078849792,0.35199999809265137,0.09513513743877411,0.0641326755285263,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122606953_a979dd3d33.jpg,17.0,0.3880000114440918,0.06133333221077919,1.0,0.7733333110809326,0.6940000057220459,0.41733333468437195,0.4357439875602722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3467282545_273a97b628.jpg,64.0,0.02199999988079071,0.14714714884757996,0.9100000262260437,0.9819819927215576,0.4659999907016754,0.56456458568573,0.7413333058357239,0.0,0.0,0.0,0.19599999487400055,0.09909909963607788,0.7919999957084656,0.9789789915084839,0.49399998784065247,0.5390390157699585,0.5244084000587463,0.03275667876005173,1.0,0.0,0.27000001072883606,0.051051050424575806,0.6039999723434448,0.8618618845939636,0.43700000643730164,0.4564564526081085,0.2708108127117157,0.07762087136507034,2.0,0.0,0.0,0.06906907260417938,0.42399999499320984,0.9759759902954102,0.21199999749660492,0.522522509098053,0.3845285177230835,0.2555386424064636,3.0,0.0,0.4880000054836273,0.15615615248680115,0.9559999704360962,0.9489489197731018,0.722000002861023,0.5525525808334351,0.37102702260017395,0.25612497329711914,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3517466790_17c7753a1a.jpg,0.0,0.40400001406669617,0.18918919563293457,0.6700000166893005,0.9849849939346313,0.5370000004768372,0.587087094783783,0.21168167889118195,0.0,0.0,0.0,0.3840000033378601,0.22822822630405426,0.5600000023841858,0.9699699878692627,0.47200000286102295,0.5990990996360779,0.13054654002189636,0.06549045443534851,1.0,0.0,0.5199999809265137,0.21621622145175934,0.7599999904632568,0.9819819927215576,0.6399999856948853,0.5990990996360779,0.18378378450870514,0.10331021249294281,2.0,0.0,0.5440000295639038,0.24924924969673157,0.6840000152587891,0.5885885953903198,0.6140000224113464,0.4189189076423645,0.04750750586390495,0.13591541349887848,3.0,0.0,0.6499999761581421,0.3453453481197357,0.6899999976158142,0.44744744896888733,0.6700000166893005,0.3963963985443115,0.004084084182977676,0.18389670550823212,4.0,0.0,0.23600000143051147,0.27927929162979126,0.46799999475479126,1.0,0.35199999809265137,0.6396396160125732,0.16720721125602722,0.18828170001506805,5.0,0.0,0.6800000071525574,0.18318317830562592,0.8539999723434448,0.954954981803894,0.7670000195503235,0.5690690875053406,0.13428828120231628,0.23031282424926758,6.0,0.0,0.28200000524520874,0.22522522509098053,0.38999998569488525,0.4654654562473297,0.335999995470047,0.3453453481197357,0.02594594657421112,0.2575305700302124,7.0,0.0,0.2639999985694885,0.3333333432674408,0.3059999942779541,0.42942944169044495,0.2849999964237213,0.38138139247894287,0.004036035854369402,0.28683269023895264,8.0,0.0,0.18400000035762787,0.23423422873020172,0.30799999833106995,0.8498498201370239,0.2460000067949295,0.5420420169830322,0.0763363391160965,0.29254230856895447,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3542341321_faa2d2d48a.jpg,17.0,0.0,0.13866665959358215,0.49399998784065247,0.9946666955947876,0.24699999392032623,0.5666666626930237,0.42286399006843567,0.0,0.0,17.0,0.5559999942779541,0.2293333262205124,1.0,0.9973333477973938,0.777999997138977,0.6133333444595337,0.3409920036792755,0.5321522355079651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400958566_4e09424046.jpg,0.0,0.34834834933280945,0.7039999961853027,0.4324324429035187,0.8320000171661377,0.39039039611816406,0.7680000066757202,0.01076276320964098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
